,id,NN1,NN2,NN3,NU1,NU2,NU3,UN1,UN2,UN3,UU1,UU2,UU3,V41,median,meth
1721,Scaffold1410.87191.87191,0,0,0,0,0,3.921568627,2.941176471,0,0,0,10.52631579,4.166666667,SPU_004383,0,FALSE
1722,Scaffold1410.87192.87192,0,0,2.222222222,0,0,0,13.15789474,0,0,0,0,0,SPU_004383,0,FALSE
1723,Scaffold1410.87208.87208,0,0,0,0,3.225806452,0,0,0,0,0,0,0,SPU_004383,0,FALSE
1724,Scaffold1410.87209.87209,0,0,0,0,0,12.5,0,0,0,1.639344262,0,0,SPU_004383,0,FALSE
1725,Scaffold1410.87216.87216,0,0,0,0,0,0,0,0,0,0,0,0,SPU_004383,0,FALSE
1726,Scaffold1410.87217.87217,6.25,4,4.444444444,0,6.451612903,0,0,0,0,0,1.694915254,0,SPU_004383,0,FALSE
1727,Scaffold1410.87222.87222,0,0,0,0,0,0,0,0,11.9047619,0,0,0,SPU_004383,0,FALSE
1728,Scaffold1410.87223.87223,0,0,11.11111111,0,0,0,7.894736842,11.76470588,0,0,5,0,SPU_004383,0,FALSE
1729,Scaffold1410.87237.87237,0,0,0,3.125,0,0,0,0,0,0,0,2.272727273,SPU_004383,0,FALSE
1730,Scaffold1410.87246.87246,12.5,3.225806452,4.444444444,15.625,0,15.38461538,2.631578947,0,27.27272727,7.142857143,3.333333333,11.36363636,SPU_004383,5.793650794,TRUE
1731,Scaffold1411.48514.48514,0,0,0,0,0,0,0,0,0,0,0,0,SPU_025098,0,FALSE
1732,Scaffold1411.48540.48540,40,0,9.677419355,0,0,0,0,0,0,0,0,0,SPU_025098,0,FALSE
1733,Scaffold1411.48578.48578,0,0,0,0,0,0,0,0,0,7.142857143,0,0,SPU_025098,0,FALSE
1734,Scaffold1411.48590.48590,0,0,0,0,0,0,0,0,0,0,0,0,SPU_025098,0,FALSE
1735,Scaffold1411.48606.48606,0,8.695652174,10,0,25,8.571428571,7.407407407,30,28,16,0,0,SPU_025098,8.633540373,TRUE
1736,Scaffold1411.48607.48607,0,0,25.80645161,25,0,9.375,30.76923077,0,0,7.142857143,0,0,SPU_025098,0,FALSE
1737,Scaffold1411.48609.48609,0,0,0,0,0,0,0,0,0,0,0,0,SPU_025098,0,FALSE
1738,Scaffold1411.48615.48615,0,0,0,0,3.125,0,7.407407407,0,0,0,0,0,SPU_025098,0,FALSE
1739,Scaffold1411.48624.48624,0,0,0,0,0,5.714285714,7.407407407,0,0,0,0,9.090909091,SPU_025098,0,FALSE
1740,Scaffold1411.48644.48644,3.703703704,0,0,5.263157895,0,0,0,0,0,0,0,0,SPU_025098,0,FALSE
1741,Scaffold1411.48653.48653,0,8.695652174,0,0,0,0,3.703703704,0,0,0,0,0,SPU_025098,0,FALSE
1742,Scaffold1411.48673.48673,0,0,0,0,0,0,0,0,0,0,0,0,SPU_025098,0,FALSE
1743,Scaffold1411.48678.48678,0,0,0,5.263157895,0,0,0,0,0,3.571428571,0,0,SPU_025098,0,FALSE
1744,Scaffold1412.23584.23584,100,100,96.875,100,100,100,100,100,100,100,100,100,SPU_000570,100,TRUE
1745,Scaffold1418.66414.66414,7.5,16.66666667,12.82051282,13.15789474,0,5,0,0,19.64285714,4.545454545,0,0,SPU_028634,4.772727273,TRUE
1746,Scaffold1418.66414.66414,7.5,16.66666667,12.82051282,13.15789474,0,5,0,0,19.64285714,4.545454545,0,0,SPU_006802,4.772727273,TRUE
1747,Scaffold1418.66445.66445,0,0,0,0,2.857142857,0,3.125,0,0,0,0,0,SPU_006802,0,FALSE
1748,Scaffold1418.66445.66445,0,0,0,0,2.857142857,0,3.125,0,0,0,0,0,SPU_028634,0,FALSE
1749,Scaffold1418.66446.66446,0,9.302325581,0,0,0,0,0,0,0,3.125,0,0,SPU_006802,0,FALSE
1750,Scaffold1418.66446.66446,0,9.302325581,0,0,0,0,0,0,0,3.125,0,0,SPU_028634,0,FALSE
1751,Scaffold1418.66502.66502,5,0,0,0,5.714285714,2.5,0,0,0,0,0,0,SPU_006802,0,FALSE
1752,Scaffold1418.66502.66502,5,0,0,0,5.714285714,2.5,0,0,0,0,0,0,SPU_028634,0,FALSE
1753,Scaffold1418.66503.66503,0,0,0,0,0,0,0,0,0,9.375,6.25,0,SPU_028634,0,FALSE
1754,Scaffold1418.66503.66503,0,0,0,0,0,0,0,0,0,9.375,6.25,0,SPU_006802,0,FALSE
1755,Scaffold1418.66528.66528,0,21.27659574,25,0,0,0,35.29411765,0,8.695652174,28.125,25,0,SPU_006802,4.347826087,TRUE
1756,Scaffold1418.66528.66528,0,21.27659574,25,0,0,0,35.29411765,0,8.695652174,28.125,25,0,SPU_028634,4.347826087,TRUE
1757,Scaffold1418.66558.66558,0,0,16.66666667,0,18.75,5.882352941,9.090909091,10.52631579,4.545454545,12.5,16.66666667,11.76470588,SPU_006802,9.80861244,TRUE
1758,Scaffold1418.66558.66558,0,0,16.66666667,0,18.75,5.882352941,9.090909091,10.52631579,4.545454545,12.5,16.66666667,11.76470588,SPU_028634,9.80861244,TRUE
1759,Scaffold1418.66582.66582,0,0,33.33333333,0,6.25,0,0,0,9.090909091,0,0,0,SPU_006802,0,FALSE
1760,Scaffold1418.66582.66582,0,0,33.33333333,0,6.25,0,0,0,9.090909091,0,0,0,SPU_028634,0,FALSE
1761,Scaffold1418.66586.66586,6.666666667,0,0,0,0,0,0,0,0,0,0,0,SPU_028634,0,FALSE
1762,Scaffold1418.66586.66586,6.666666667,0,0,0,0,0,0,0,0,0,0,0,SPU_006802,0,FALSE
1763,Scaffold1418.66850.66850,0,0,0,0,0.675675676,0.819672131,0,2.272727273,0,3.472222222,0,0,SPU_006802,0,FALSE
1764,Scaffold1418.66850.66850,0,0,0,0,0.675675676,0.819672131,0,2.272727273,0,3.472222222,0,0,SPU_028634,0,FALSE
1765,Scaffold1418.66854.66854,3.092783505,0,0,0,0.675675676,0,1.086956522,0,0,0,0,0,SPU_006802,0,FALSE
1766,Scaffold1418.66854.66854,3.092783505,0,0,0,0.675675676,0,1.086956522,0,0,0,0,0,SPU_028634,0,FALSE
1767,Scaffold1418.66891.66891,3.092783505,0,0,0,0,0,0,0,0,3.472222222,0,1.639344262,SPU_006802,0,FALSE
1768,Scaffold1418.66891.66891,3.092783505,0,0,0,0,0,0,0,0,3.472222222,0,1.639344262,SPU_028634,0,FALSE
1769,Scaffold1418.66933.66933,0,2.173913043,1.754385965,5.797101449,4.054054054,0,10.86956522,1.526717557,6.024096386,2.097902098,3.012048193,6.557377049,SPU_028634,2.592980618,TRUE
1770,Scaffold1418.66933.66933,0,2.173913043,1.754385965,5.797101449,4.054054054,0,10.86956522,1.526717557,6.024096386,2.097902098,3.012048193,6.557377049,SPU_006802,2.592980618,TRUE
1771,Scaffold1419.163674.163674,84.31372549,97.56097561,91.83673469,94.59459459,98.41269841,94.33962264,97.05882353,92.53731343,100,87.37864078,84.41558442,90.14084507,SPU_006548,93.43846804,TRUE
1772,Scaffold142.1120552.1120552,0,0,0,4.166666667,0,0,0,0,0,7.317073171,16.07142857,18.18181818,SPU_005193,0,FALSE
1773,Scaffold142.1120619.1120619,0,0,0,5.555555556,0,0,0,0,3.333333333,0,0,0,SPU_005193,0,FALSE
1774,Scaffold142.1207403.1207403,0,0,0,0,0,0,1.492537313,0,0,0,0,0,SPU_005195,0,FALSE
1775,Scaffold142.1207428.1207428,3.571428571,0,0,0,0,0,0,0,0,0,0,0,SPU_005195,0,FALSE
1776,Scaffold142.693878.693878,38.88888889,0,0,9.375,5.050505051,28.57142857,0,0,4,2.898550725,2.5,13.88888889,SPU_023694,3.449275362,TRUE
1777,Scaffold142.693945.693945,0,5.882352941,0,0,0,0,0,33.33333333,0,0,3.571428571,8.571428571,SPU_023694,0,FALSE
1778,Scaffold142.693950.693950,0,0,0,7.291666667,0,0,0,0,0,0,0,0,SPU_023694,0,FALSE
1779,Scaffold142.729069.729069,0,0,0,0,0,0,0,0,0,0,3.157894737,0,SPU_023696,0,FALSE
1780,Scaffold142.729105.729105,0,0,0,8.411214953,8.411214953,0,0,0,0,0,8.450704225,30.76923077,SPU_023696,0,FALSE
1781,Scaffold142.729106.729106,0,0,0,10.16949153,0,2.631578947,36.66666667,0,40,0,10.52631579,0,SPU_023696,0,FALSE
1782,Scaffold142.729110.729110,0,0,0,0,0,0,0,0,0,0,0,20.51282051,SPU_023696,0,FALSE
1783,Scaffold142.729151.729151,0,0,0,0,0,0,0,0,0,1.282051282,4.166666667,0,SPU_023696,0,FALSE
1784,Scaffold142.729171.729171,0,0,0,0,0,0,0,0,11.11111111,3.846153846,4.166666667,0,SPU_023696,0,FALSE
1785,Scaffold142.90850.90850,24,0,5.660377358,8.333333333,13.15789474,0,8,9.523809524,13.63636364,9.090909091,4.166666667,0,SPU_003239,8.166666667,TRUE
1786,Scaffold142.90894.90894,0,0,0,0,0,0,0,0,0,4.347826087,0,0,SPU_003239,0,FALSE
1787,Scaffold142.90895.90895,0,0,0,0,3.846153846,0,3.125,0,0,1.694915254,0,8,SPU_003239,0,FALSE
1788,Scaffold142.90908.90908,0,0,0,0,0,0,0,0,0,4.347826087,0,0,SPU_003239,0,FALSE
1789,Scaffold142.90909.90909,0,0,0,0,0,0,6.25,0,0,5.084745763,0,0,SPU_003239,0,FALSE
1790,Scaffold142.90939.90939,6.25,8.510638298,18.91891892,32.65306122,34.61538462,13.95348837,12.5,20.51282051,11.11111111,6.779661017,19.04761905,16,SPU_003239,14.97674419,TRUE
1791,Scaffold1422.39037.39037,0,3.448275862,0,2.5,4.761904762,13.04347826,18.18181818,0,12.82051282,0,0,5.555555556,SPU_022049,2.974137931,TRUE
1792,Scaffold1426.128048.128048,100,100,90.47619048,88.88888889,96.34146341,100,81.57894737,100,86.95652174,55,79.24528302,94.44444444,SPU_014995,92.46031746,TRUE
1793,Scaffold1426.128071.128071,90.90909091,100,90.47619048,100,93.90243902,100,92.10526316,100,100,70.73170732,90.56603774,100,SPU_014995,96.95121951,TRUE
1794,Scaffold1426.128125.128125,100,100,100,100,100,88.13559322,92.10526316,100,100,100,100,94.44444444,SPU_014995,100,TRUE
1795,Scaffold1426.128141.128141,100,97.2972973,91.17647059,96.42857143,100,100,92.10526316,100,100,100,98.11320755,86.11111111,SPU_014995,99.05660377,TRUE
1796,Scaffold1426.128148.128148,100,100,100,100,100,89.83050847,92.10526316,100,97.87234043,100,98.11320755,100,SPU_014995,100,TRUE
1797,Scaffold1426.205443.205443,0,13.33333333,0,0,0,11.11111111,16.66666667,0,15,0,6.666666667,0,SPU_019198,0,FALSE
1798,Scaffold1426.205454.205454,0,0,0,0,0,0,0,0,0,0,0,12.5,SPU_019198,0,FALSE
1799,Scaffold1426.205476.205476,0,6.666666667,0,0,0,11.11111111,0,0,0,0,0,0,SPU_019198,0,FALSE
1800,Scaffold1426.205479.205479,0,0,0,0,0,0,0,0,0,0,0,0,SPU_019198,0,FALSE
1801,Scaffold1426.205496.205496,0,0,0,0,0,0,0,0,0,0,0,0,SPU_019198,0,FALSE
1802,Scaffold1426.205521.205521,9.090909091,14.81481481,8.888888889,0,18.42105263,5.882352941,0,6.666666667,16.66666667,0,0,0,SPU_019198,6.274509804,TRUE
1803,Scaffold1426.205537.205537,18.18181818,0,7.142857143,6.666666667,0,0,0,0,0,0,0,0,SPU_019198,0,FALSE
1804,Scaffold1426.205538.205538,4.347826087,0,0,0,0,0,0,0,0,0,0,23.07692308,SPU_019198,0,FALSE
1805,Scaffold1426.205539.205539,0,0,0,0,0,0,0,0,0,0,0,0,SPU_019198,0,FALSE
1806,Scaffold1426.205540.205540,0,0,0,0,0,0,0,11.11111111,0,3.448275862,0,0,SPU_019198,0,FALSE
1807,Scaffold1426.205544.205544,9.090909091,0,0,0,0,0,40,0,0,0,3.333333333,0,SPU_019198,0,FALSE
1808,Scaffold1426.205545.205545,0,0,0,0,0,3.333333333,0,0,0,0,0,0,SPU_019198,0,FALSE
1809,Scaffold1426.205548.205548,0,0,0,6.666666667,0,0,0,0,0,0,0,0,SPU_019198,0,FALSE
1810,Scaffold1426.205549.205549,4.347826087,4.545454545,0,3.846153846,0,10,0,0,0,0,0,0,SPU_019198,0,FALSE
1811,Scaffold1426.205569.205569,0,0,0,4.166666667,0,0,6.25,0,0,0,0,0,SPU_019198,0,FALSE
1812,Scaffold1426.205622.205622,0,0,3.333333333,0,0,0,0,0,0,0,4.347826087,7.692307692,SPU_019198,0,FALSE
1813,Scaffold1426.205627.205627,68.75,0,0,0,0,24.13793103,0,0,0,18.91891892,0,30.76923077,SPU_019198,0,FALSE
1814,Scaffold1426.205628.205628,0,0,6.666666667,20.83333333,0,4.761904762,0,0,12.90322581,0,0,23.07692308,SPU_019198,0,FALSE
1815,Scaffold1426.205632.205632,0,0,0,0,0,0,0,0,0,2.702702703,0,0,SPU_019198,0,FALSE
1816,Scaffold1426.205691.205691,0,0,0,0,0,0,0,0,0,0,0,0,SPU_019198,0,FALSE
1817,Scaffold1428.21038.21038,100,94.28571429,100,92.70833333,98.98989899,84.31372549,94.23076923,98,100,97.14285714,96.26865672,98,SPU_017698,97.57142857,TRUE
1818,Scaffold1428.21094.21094,94.73684211,100,62.5,97.91666667,91.91919192,100,88.46153846,98,100,97.14285714,99.25373134,98,SPU_017698,97.95833333,TRUE
1819,Scaffold143.1022210.1022210,0,0,5.263157895,0,0,0,0,0,0,0,0,0,SPU_018908,0,FALSE
1820,Scaffold143.1022217.1022217,0,10,0,5.714285714,0,0,0,0,0,0,0,0,SPU_018908,0,FALSE
1821,Scaffold143.1022232.1022232,0,0,0,0,0,0,0,0,0,0,0,0,SPU_018908,0,FALSE
1822,Scaffold143.1022649.1022649,0,0,0,0,1.282051282,0,0,2.083333333,0,0,3.03030303,0,SPU_018908,0,FALSE
1823,Scaffold143.1022662.1022662,0,0,0,0,0,0,0,0,0,0,0,0,SPU_018908,0,FALSE
1824,Scaffold143.1022672.1022672,0,16.12903226,0,7.272727273,0,0,9.756097561,0,0,4.761904762,4.545454545,0,SPU_018908,0,FALSE
1825,Scaffold143.1022695.1022695,0,6.451612903,0,0,0,0,0,0,0,0,0,0,SPU_018908,0,FALSE
1826,Scaffold143.1022703.1022703,0,3.225806452,0,0,5.194805195,0,0,0,0,0,7.575757576,6.25,SPU_018908,0,FALSE
1827,Scaffold143.1022746.1022746,0,15.51724138,1.960784314,4.87804878,5.263157895,15.38461538,35.29411765,0,22.22222222,3.773584906,0,13.51351351,SPU_018908,5.070603338,TRUE
1828,Scaffold143.152843.152843,75.86206897,82.89473684,42.10526316,84.21052632,74.35897436,48.52941176,58.97435897,50,61.53846154,59.52380952,63.15789474,76.59574468,SPU_017869,62.34817814,TRUE
1829,Scaffold143.480383.480383,0,29.41176471,6.060606061,6.451612903,7.407407407,0,10,0,7.407407407,16.66666667,0,20,SPU_026298,6.929510155,TRUE
1830,Scaffold143.480407.480407,0,0,0,0,0,0,0,0,0,0,0,0,SPU_026298,0,FALSE
1831,Scaffold143.480454.480454,0,0,0,0,0,0,0,0,0,8.333333333,0,0,SPU_026298,0,FALSE
1832,Scaffold143.480518.480518,4.306220096,0,12.79620853,2.331606218,5.031446541,3.149606299,2.688172043,6.289308176,0,10.95890411,0.377358491,4.166666667,SPU_026298,3.658136483,TRUE
1833,Scaffold143.480608.480608,2.870813397,0,0,1.799485861,0.313479624,0.78125,0,0,0,0.913242009,0,0.595238095,SPU_026298,0.156739812,FALSE
1834,Scaffold143.480690.480690,0,0.549450549,0,2.127659574,0.828729282,6.069364162,0.420168067,0,0,1.506024096,1.497005988,0,SPU_026298,0.484809308,FALSE
1835,Scaffold143.480717.480717,0,0,1.063829787,0,0.552486188,1.744186047,0,0,0.947867299,0,1.801801802,0,SPU_026298,0,FALSE
1836,Scaffold143.480752.480752,0,0.558659218,0,0,0,1.453488372,2.521008403,0,0,0,1.497005988,0.806451613,SPU_026298,0,FALSE
1837,Scaffold143.480825.480825,0,0,0,0,0,0,0,0,0,0,15.38461538,0,SPU_026298,0,FALSE
1838,Scaffold143.480826.480826,0,0,0,0,0,0,0,5.263157895,0,0,0,0,SPU_026298,0,FALSE
1839,Scaffold143.480839.480839,0,0,4.166666667,2.127659574,0,0,0,0,0,0,16.66666667,0,SPU_026298,0,FALSE
1840,Scaffold143.480840.480840,0,0,0,0,0,0,0,0,0,0,0,0,SPU_026298,0,FALSE
1841,Scaffold143.480843.480843,0,14.28571429,0,2.127659574,0,0,0,0,0,0,0,6.666666667,SPU_026298,0,FALSE
1842,Scaffold143.480844.480844,0,0,0,2.5,0,2.5,0,0,0,0,0,0,SPU_026298,0,FALSE
1843,Scaffold143.480845.480845,1.666666667,0,0,0,0,0,0,0,7.407407407,0,0,0,SPU_026298,0,FALSE
1844,Scaffold143.480846.480846,0,2.43902439,0,17.5,0,5,0,0,0,0,0,3.125,SPU_026298,0,FALSE
1845,Scaffold143.480857.480857,1.666666667,0,0,0,0,0,5,5.405405405,0,0,0,0,SPU_026298,0,FALSE
1846,Scaffold143.480858.480858,0,0,0,0,5.555555556,0,0,0,0,0,0,0,SPU_026298,0,FALSE
1847,Scaffold143.480872.480872,0,0,0,0,0,6.944444444,0,0,0,0,0,0,SPU_026298,0,FALSE
1848,Scaffold143.480873.480873,0,0,1.612903226,0,0,0,0,0,0,0,0,0,SPU_026298,0,FALSE
1849,Scaffold143.480883.480883,0,0,0,0,22.22222222,0,0,0,11.42857143,0,0,0,SPU_026298,0,FALSE
1850,Scaffold143.480896.480896,23.52941176,0,14.51612903,0,16.66666667,0,6.451612903,15.78947368,8.571428571,16.66666667,21.05263158,6.896551724,SPU_026298,11.5437788,TRUE
1851,Scaffold143.637260.637260,0.735294118,2.834008097,3.867403315,7.407407407,0.619195046,9.5,9.615384615,0,0,6.079027356,2.375296912,4.390243902,SPU_017381,3.350705706,TRUE
1852,Scaffold143.637275.637275,0,0.4048583,6.629834254,0,3.086419753,0,2.316602317,0,0,0.615384615,0.486618005,2.604166667,SPU_017381,0.445738152,FALSE
1853,Scaffold143.637285.637285,0,2.429149798,0,2.546296296,0,3.51758794,0,0,1.973684211,0.906344411,0.475059382,0,SPU_017381,0.237529691,FALSE
1854,Scaffold143.637307.637307,1.470588235,1.619433198,0,0,1.234567901,3.5,5.769230769,2.614379085,0,0.909090909,0,0,SPU_017381,1.071829405,TRUE
1855,Scaffold143.637327.637327,0,0,1.104972376,1.376146789,1.851851852,0,0,2.580645161,1.910828025,0.909090909,0.712589074,0.975609756,SPU_017381,0.942350333,FALSE
1856,Scaffold1431.56400.56400,0,2.941176471,0,16.66666667,16.36363636,3.225806452,9.523809524,15.38461538,0,20.68965517,21.42857143,0,SPU_012345,6.374807988,TRUE
1857,Scaffold1431.56412.56412,0,0,12.5,13.88888889,0,0,0,0,0,0,10.71428571,0,SPU_012345,0,FALSE
1858,Scaffold1431.56478.56478,12.90322581,0,0,2.777777778,0,0,4.761904762,0,0,0,32.14285714,0,SPU_012345,0,FALSE
1859,Scaffold1434.96657.96657,0,6.25,0,11.9047619,2.43902439,0,0,0,0,0,15.15151515,12.5,SPU_020377,0,FALSE
1860,Scaffold1434.96659.96659,0,0,0,0,0,0,8.333333333,0,0,5.128205128,3.03030303,12.5,SPU_020377,0,FALSE
1861,Scaffold1434.96688.96688,0,0,0,0,0,0,4,0,0,0,0,0,SPU_020377,0,FALSE
1862,Scaffold1434.96696.96696,0,0,0,16.66666667,0,0,0,0,0,0,0,0,SPU_020377,0,FALSE
1863,Scaffold1434.96703.96703,0,0,0,0,4.87804878,0,0,15,0,0,0,4.166666667,SPU_020377,0,FALSE
1864,Scaffold1434.96726.96726,4.166666667,0,14.28571429,0,2.43902439,0,0,0,0,0,12.12121212,0,SPU_020377,0,FALSE
1865,Scaffold1434.96753.96753,4.166666667,0,9.756097561,2.380952381,7.317073171,1.639344262,0,5.263157895,0,11.11111111,0,0,SPU_020377,2.010148322,TRUE
1866,Scaffold144.635968.635968,15.87301587,11.53846154,15.38461538,3.96039604,7.272727273,15.27777778,10.86956522,11.29032258,23.80952381,1.351351351,11.84210526,27.77777778,SPU_019511,11.6902834,TRUE
1867,Scaffold144.636103.636103,0,11.11111111,0,16.66666667,0,0,7.692307692,0,0,8.333333333,5.263157895,0,SPU_019511,0,FALSE
1868,Scaffold144.636128.636128,0,22.22222222,0,0,10.52631579,26.31578947,0,0,0,4.166666667,15.78947368,0,SPU_019511,0,FALSE
1869,Scaffold1440.156391.156391,0,10.1010101,6.25,1.086956522,0,0,0,8.510638298,3.571428571,2.02020202,5.982905983,0,SPU_002432,1.553579271,TRUE
1870,Scaffold1440.156670.156670,4.166666667,9.090909091,0,0,11.11111111,0,0,0,0,0,0,0,SPU_002432,0,FALSE
1871,Scaffold1440.156701.156701,7.692307692,0,0,2.631578947,17.77777778,2.564102564,25,9.375,20.93023256,2.857142857,14.28571429,10,SPU_002432,8.533653846,TRUE
1872,Scaffold1440.20258.20258,0,0,0,0,6.896551724,26.19047619,0,35.48387097,3.448275862,3.921568627,1.041666667,6.976744186,SPU_004984,2.244971264,TRUE
1873,Scaffold1440.73651.73651,4.761904762,9.090909091,1.666666667,10.48387097,8.547008547,2.369668246,5.421686747,0,2.479338843,10.08403361,4.661016949,8.441558442,SPU_004983,5.091795754,TRUE
1874,Scaffold1440.73670.73670,0,12.12121212,0,0,2.136752137,0,1.183431953,0,0,0.416666667,0,0,SPU_004983,0,FALSE
1875,Scaffold1442.62553.62553,0,0,0,0,4.761904762,8.333333333,0,0,0,5.660377358,0,0,SPU_024496,0,FALSE
1876,Scaffold1442.62559.62559,0,0,0,0,0,0,40.90909091,0,0,0,0,0,SPU_024496,0,FALSE
1877,Scaffold1442.62590.62590,0,0,12.5,0,0,8.24742268,0,0,0,0,0,0,SPU_024496,0,FALSE
1878,Scaffold1442.62594.62594,0,0,0,0,0,0,9.090909091,0,0,0,0,0,SPU_024496,0,FALSE
1879,Scaffold1442.62777.62777,20,6.25,0,0,0,18.18181818,0,0,4,15,0,8.333333333,SPU_024496,2,TRUE
1880,Scaffold1442.62787.62787,0,0,0,0,0,0,0,0,0,0,0,0,SPU_024496,0,FALSE
1881,Scaffold1442.62791.62791,0,0,0,0,0,0,0,0,0,2.5,0,0,SPU_024496,0,FALSE
1882,Scaffold1442.62798.62798,0,0,0,0,0,0,0,0,0,0,0,0,SPU_024496,0,FALSE
1883,Scaffold1442.62836.62836,0,0,0,0,0,0,0,0,0,0,0,0,SPU_024496,0,FALSE
1884,Scaffold1442.62849.62849,0,0,0,0,0,0,0,0,16,0,0,0,SPU_024496,0,FALSE
1885,Scaffold1444.155519.155519,2.702702703,10,3.703703704,2.222222222,12.76595745,21.95121951,17.24137931,12,4.761904762,9.090909091,19.04761905,20.83333333,SPU_002447,11,TRUE
1886,Scaffold1444.155519.155519,2.702702703,10,3.703703704,2.222222222,12.76595745,21.95121951,17.24137931,12,4.761904762,9.090909091,19.04761905,20.83333333,SPU_010379,11,TRUE
1887,Scaffold1444.155519.155519,2.702702703,10,3.703703704,2.222222222,12.76595745,21.95121951,17.24137931,12,4.761904762,9.090909091,19.04761905,20.83333333,SPU_002449,11,TRUE
1888,Scaffold1444.155532.155532,0,0,0,0,0,4.87804878,0,0,0,0,0,0,SPU_002447,0,FALSE
1889,Scaffold1444.155532.155532,0,0,0,0,0,4.87804878,0,0,0,0,0,0,SPU_010379,0,FALSE
1890,Scaffold1444.155532.155532,0,0,0,0,0,4.87804878,0,0,0,0,0,0,SPU_002449,0,FALSE
1891,Scaffold1444.155547.155547,0,3.333333333,0,2.222222222,2.127659574,0,0,0,0,0,0,0,SPU_010379,0,FALSE
1892,Scaffold1444.155547.155547,0,3.333333333,0,2.222222222,2.127659574,0,0,0,0,0,0,0,SPU_002449,0,FALSE
1893,Scaffold1444.155547.155547,0,3.333333333,0,2.222222222,2.127659574,0,0,0,0,0,0,0,SPU_002447,0,FALSE
1894,Scaffold1444.155556.155556,0,0,0,0,0,0,0,0,0,0,0,0,SPU_010379,0,FALSE
1895,Scaffold1444.155556.155556,0,0,0,0,0,0,0,0,0,0,0,0,SPU_002449,0,FALSE
1896,Scaffold1444.155556.155556,0,0,0,0,0,0,0,0,0,0,0,0,SPU_002447,0,FALSE
1897,Scaffold1444.155558.155558,0,0,0,0,0,4.87804878,0,16,4.761904762,2.272727273,0,0,SPU_002449,0,FALSE
1898,Scaffold1444.155558.155558,0,0,0,0,0,4.87804878,0,16,4.761904762,2.272727273,0,0,SPU_002447,0,FALSE
1899,Scaffold1444.155558.155558,0,0,0,0,0,4.87804878,0,16,4.761904762,2.272727273,0,0,SPU_010379,0,FALSE
1900,Scaffold1444.155564.155564,0,0,0,0,0,4.87804878,0,0,0,4.545454545,0,0,SPU_002447,0,FALSE
1901,Scaffold1444.155564.155564,0,0,0,0,0,4.87804878,0,0,0,4.545454545,0,0,SPU_010379,0,FALSE
1902,Scaffold1444.155564.155564,0,0,0,0,0,4.87804878,0,0,0,4.545454545,0,0,SPU_002449,0,FALSE
1903,Scaffold1444.155569.155569,0,10,0,0,8.510638298,0,0,0,0,0,0,0,SPU_010379,0,FALSE
1904,Scaffold1444.155569.155569,0,10,0,0,8.510638298,0,0,0,0,0,0,0,SPU_002449,0,FALSE
1905,Scaffold1444.155569.155569,0,10,0,0,8.510638298,0,0,0,0,0,0,0,SPU_002447,0,FALSE
1906,Scaffold1444.155580.155580,0,0,0,2.222222222,0,0,0,0,0,0,0,0,SPU_010379,0,FALSE
1907,Scaffold1444.155580.155580,0,0,0,2.222222222,0,0,0,0,0,0,0,0,SPU_002449,0,FALSE
1908,Scaffold1444.155580.155580,0,0,0,2.222222222,0,0,0,0,0,0,0,0,SPU_002447,0,FALSE
1909,Scaffold1444.155590.155590,0,0,0,4.444444444,0,5.405405405,0,0,10,2.325581395,0,0,SPU_002449,0,FALSE
1910,Scaffold1444.155590.155590,0,0,0,4.444444444,0,5.405405405,0,0,10,2.325581395,0,0,SPU_010379,0,FALSE
1911,Scaffold1444.155590.155590,0,0,0,4.444444444,0,5.405405405,0,0,10,2.325581395,0,0,SPU_002447,0,FALSE
1912,Scaffold1444.155671.155671,12.12121212,6.12244898,19.17808219,10,5.084745763,14.77272727,6.060606061,0,7.692307692,9.375,2.777777778,2.857142857,SPU_002447,6.907378336,TRUE
1913,Scaffold1444.155681.155681,0,0,0,0,0,0,0,0,0,0,0,0,SPU_002447,0,FALSE
1914,Scaffold1444.155682.155682,1.324503311,0,0.854700855,1.030927835,1.27388535,1.104972376,2.419354839,0,1.020408163,0,0,0,SPU_002447,0.937554509,FALSE
1915,Scaffold1444.155686.155686,3.03030303,0,4.109589041,4.285714286,1.666666667,0,0,0,5.128205128,0,16.66666667,0,SPU_002447,0.833333333,FALSE
1916,Scaffold1444.155687.155687,1.986754967,0,0.854700855,1.020408163,0.632911392,0,0,8.130081301,0,2.614379085,1.98019802,0,SPU_002447,0.743806124,FALSE
1917,Scaffold1444.155692.155692,4.545454545,0,0,0,5,0,0,8.163265306,0,0,0,0,SPU_002447,0,FALSE
1918,Scaffold1444.155693.155693,4.635761589,0,2.564102564,1.020408163,0.621118012,0,1.587301587,0,0,0,1.485148515,0,SPU_002447,0.310559006,FALSE
1919,Scaffold1444.155721.155721,0,0,2.777777778,0,0,0,0,0,0,0,0,0,SPU_002447,0,FALSE
1920,Scaffold1444.155722.155722,3.311258278,0,1.709401709,0,0,0,0.793650794,0,0,2.614379085,3.96039604,0,SPU_002447,0,FALSE
1921,Scaffold1444.155779.155779,8.666666667,4.761904762,12.82051282,10.88082902,6.211180124,8.839779006,8,16.2601626,10.1010101,12.41830065,13.93034826,2.083333333,SPU_002447,9.470394553,TRUE
